Time, Voltage, Current
15:20:15.99,0.000000,0.000000
15:20:16.24,0.000000,0.000000
15:20:16.49,0.000000,0.000000
15:20:16.74,0.000000,0.000000
15:20:16.99,0.000000,0.000000
15:20:17.24,0.000000,0.000000
15:20:17.49,0.000000,0.000000
15:20:17.74,0.967000,0.633000
15:20:17.99,9.782000,0.157000
15:20:18.24,9.998000,0.000000
15:20:18.49,9.998000,0.000000
15:20:18.74,9.998000,0.000000
15:20:18.99,9.998000,0.000000
15:20:19.24,9.998000,0.000000
15:20:19.49,9.998000,0.000000
15:20:19.74,9.336000,-0.911000
15:20:19.99,0.000000,0.000000
15:20:20.24,0.000000,0.000000
15:20:20.49,0.000000,0.000000
15:20:20.74,0.000000,0.000000
15:20:20.99,0.000000,0.000000
15:20:21.26,0.000000,0.000000
15:20:21.49,0.000000,0.000000
15:20:21.74,1.214000,0.757000
15:20:21.99,9.819000,0.055000
15:20:22.24,9.997000,0.000000
15:20:22.49,9.998000,0.000000
15:20:22.74,9.998000,0.000000
15:20:22.99,9.997000,0.000000
15:20:23.26,9.998000,0.000000
15:20:23.49,9.998000,0.000000
15:20:23.74,9.365000,-0.644000
15:20:23.99,0.000000,0.000000
15:20:24.24,0.000000,0.000000
15:20:24.49,0.000000,0.000000
15:20:24.74,0.000000,0.000000
15:20:24.99,0.000000,0.000000
15:20:25.24,0.000000,0.000000
15:20:25.49,0.000000,0.000000
15:20:25.74,0.751000,0.751000
15:20:25.99,9.804000,0.183000
15:20:26.24,9.997000,0.000000
15:20:26.49,9.997000,0.000000
15:20:26.74,9.998000,0.000000
15:20:26.99,9.998000,0.000000
15:20:27.24,9.998000,0.000000
15:20:27.49,9.998000,0.000000
15:20:27.74,9.271000,-0.777000
15:20:27.99,0.000000,0.000000
15:20:28.24,0.000000,0.000000
15:20:28.49,0.000000,0.000000
15:20:28.74,0.000000,0.000000
15:20:28.99,0.000000,0.000000
15:20:29.24,0.000000,0.000000
15:20:29.49,0.000000,0.000000
15:20:29.74,0.944000,0.633000
15:20:29.99,9.806000,0.155000
15:20:30.24,9.997000,0.000000
15:20:30.49,9.997000,0.000000
15:20:30.74,9.998000,0.000000
15:20:30.99,9.998000,0.000000
15:20:31.24,9.998000,0.000000
15:20:31.49,9.998000,0.000000
15:20:31.74,9.366000,-0.911000
15:20:31.99,0.000000,0.000000
15:20:32.24,0.000000,0.000000
15:20:32.49,0.000000,0.000000
15:20:32.74,0.000000,0.000000
15:20:32.99,0.000000,0.000000
15:20:33.24,0.000000,0.000000
15:20:33.49,0.000000,0.000000
15:20:33.74,1.279000,0.758000
15:20:33.99,9.808000,0.057000
15:20:34.24,9.997000,0.000000
15:20:34.49,9.997000,0.000000
15:20:34.74,9.998000,0.000000
15:20:34.99,9.997000,0.000000
15:20:35.24,9.998000,0.000000
15:20:35.49,9.998000,0.000000
15:20:35.74,9.409000,-0.645000
15:20:35.99,0.000000,0.000000
15:20:36.24,0.000000,0.000000
15:20:36.49,0.000000,0.000000
15:20:36.74,0.000000,0.000000
15:20:36.99,0.000000,0.000000
15:20:37.24,0.000000,0.000000
15:20:37.49,0.000000,0.000000
15:20:37.74,0.734000,1.645000
15:20:37.99,9.793000,0.152000
15:20:38.24,9.997000,0.000000
15:20:38.49,9.997000,0.000000
15:20:38.74,9.998000,0.000000
15:20:38.99,9.998000,0.000000
Means:,
,4.853430,0.022022
