Time, Voltage, Current
12:24:03.43,0.000000,0.000000

12:24:03.68,0.000000,0.000000

12:24:03.93,0.000000,0.000000

12:24:04.18,0.000000,0.000000

12:24:04.43,1.271000,0.757000

12:24:04.68,9.769000,0.181000

12:24:04.93,9.998000,0.000000

12:24:05.18,9.998000,0.000000

12:24:05.43,9.998000,0.000000

12:24:05.68,9.998000,0.000000

12:24:05.93,9.998000,0.000000

12:24:06.18,9.998000,0.000000

12:24:06.43,9.514000,-0.644000

12:24:06.68,0.000000,0.000000

12:24:06.93,0.000000,0.000000

12:24:07.18,0.000000,0.000000

12:24:07.43,0.000000,0.000000

12:24:07.68,0.000000,0.000000

12:24:07.93,0.000000,0.000000

12:24:08.18,0.000000,0.000000

12:24:08.43,0.689000,4.110000

12:24:08.68,9.758000,0.160000

12:24:08.93,9.997000,0.000000

12:24:09.18,9.998000,0.000000

12:24:09.43,9.998000,0.000000

12:24:09.68,9.998000,0.000000

12:24:09.93,9.998000,0.000000

12:24:10.18,9.998000,0.000000

12:24:10.43,9.469000,-0.776000

12:24:10.68,0.000000,0.000000

12:24:10.93,0.000000,0.000000

12:24:11.18,0.000000,0.000000

12:24:11.43,0.000000,0.000000

12:24:11.68,0.000000,0.000000

12:24:11.93,-0.001000,0.000000

12:24:12.18,0.000000,0.000000

12:24:12.43,1.027000,0.632000

12:24:12.68,9.804000,0.000000

12:24:12.93,9.997000,0.000000

12:24:13.18,9.998000,0.000000

12:24:13.43,9.999000,0.000000

12:24:13.68,9.998000,0.000000

12:24:13.93,9.998000,0.000000

12:24:14.19,9.998000,0.000000

12:24:14.43,9.471000,-0.911000

12:24:14.68,0.000000,0.000000

12:24:14.93,0.000000,0.000000

12:24:15.18,0.000000,0.000000

12:24:15.43,0.000000,0.000000

12:24:15.68,0.000000,0.000000

Means:,
,4.814680,0.070180
