Time, Voltage, Current
12:17:50.48,0.000000,0.000000

12:17:50.49,0.000000,0.000000

12:17:50.50,0.000000,0.000000

12:17:50.51,0.000000,0.000000

12:17:50.52,0.000000,0.000000

12:17:50.53,0.000000,0.000000

12:17:50.54,0.000000,0.000000

12:17:50.55,0.000000,0.000000

12:17:50.56,0.000000,0.000000

12:17:50.57,0.000000,0.000000

12:17:50.58,0.000000,0.000000

12:17:50.59,0.000000,0.000000

12:17:50.60,0.000000,0.000000

12:17:50.61,0.000000,0.000000

12:17:50.62,0.000000,0.000000

12:17:50.63,0.000000,0.000000

12:17:50.64,0.000000,0.000000

12:17:50.65,0.000000,0.000000

12:17:50.66,0.000000,0.000000

12:17:50.67,0.000000,0.000000

12:17:50.68,0.000000,0.000000

12:17:50.69,0.000000,0.000000

12:17:50.70,0.000000,0.000000

12:17:50.71,0.000000,0.000000

12:17:50.72,0.000000,0.000000

12:17:50.73,0.000000,0.000000

12:17:50.74,0.000000,0.000000

12:17:50.75,0.000000,0.000000

12:17:50.76,0.000000,0.000000

12:17:50.77,0.000000,0.000000

12:17:50.78,0.000000,0.000000

12:17:50.79,0.000000,0.000000

12:17:50.80,0.000000,0.000000

12:17:50.81,0.000000,0.000000

12:17:50.82,0.000000,0.000000

12:17:50.83,0.000000,0.000000

12:17:50.84,0.000000,0.000000

12:17:50.85,0.000000,0.000000

12:17:50.86,0.000000,0.000000

12:17:50.87,0.000000,0.000000

12:17:50.88,0.000000,0.000000

12:17:50.89,0.000000,0.000000

12:17:50.90,0.000000,0.000000

12:17:50.91,0.000000,0.000000

12:17:50.92,0.000000,0.000000

12:17:50.93,0.000000,0.000000

12:17:50.94,0.000000,0.000000

12:17:50.95,0.000000,0.000000

12:17:50.96,0.000000,0.000000

12:17:50.97,0.000000,0.000000

12:17:50.98,0.000000,0.000000

12:17:50.99,0.000000,0.000000

12:17:51.00,0.000000,0.000000

12:17:51.01,0.000000,0.000000

12:17:51.02,0.000000,0.000000

12:17:51.03,0.000000,0.000000

12:17:51.04,0.000000,0.000000

12:17:51.05,0.000000,0.000000

12:17:51.06,0.000000,0.000000

12:17:51.07,0.000000,0.000000

12:17:51.08,0.000000,0.000000

12:17:51.09,0.000000,0.000000

12:17:51.11,0.000000,0.000000

12:17:51.12,0.000000,0.000000

12:17:51.13,0.000000,0.000000

12:17:51.14,0.000000,0.000000

12:17:51.15,0.000000,0.000000

12:17:51.16,0.000000,0.000000

12:17:51.17,0.000000,0.000000

12:17:51.18,0.000000,0.000000

12:17:51.19,0.000000,0.000000

12:17:51.20,0.000000,0.000000

12:17:51.21,0.000000,0.000000

12:17:51.22,0.000000,0.000000

12:17:51.23,0.000000,0.000000

12:17:51.24,0.000000,0.000000

12:17:51.25,0.000000,0.000000

12:17:51.26,0.000000,0.000000

12:17:51.27,0.000000,0.000000

12:17:51.28,0.000000,0.000000

12:17:51.29,0.000000,0.000000

12:17:51.30,0.000000,0.000000

12:17:51.31,0.000000,0.000000

12:17:51.32,0.000000,0.000000

12:17:51.33,0.000000,0.000000

12:17:51.34,0.000000,0.000000

12:17:51.35,0.000000,0.000000

12:17:51.36,0.000000,0.000000

12:17:51.37,0.000000,0.000000

12:17:51.38,0.000000,0.000000

12:17:51.39,0.000000,0.000000

12:17:51.40,0.000000,0.000000

12:17:51.41,0.000000,0.000000

12:17:51.42,0.000000,0.000000

12:17:51.43,0.000000,0.000000

12:17:51.44,0.000000,0.000000

12:17:51.45,0.000000,0.000000

12:17:51.46,0.000000,0.000000

12:17:51.47,0.000000,0.000000

12:17:51.48,0.000000,0.000000

12:17:51.49,0.000000,0.000000

12:17:51.50,0.000000,0.000000

12:17:51.51,0.000000,0.000000

12:17:51.52,0.000000,0.000000

12:17:51.53,0.000000,0.000000

12:17:51.54,0.000000,0.000000

