Time, Voltage, Current
12:32:29.52,9.998000,0.000000
12:32:29.77,9.402000,-0.911000
12:32:30.02,0.000000,0.000000
12:32:30.27,0.000000,0.000000
12:32:30.52,0.000000,0.000000
12:32:30.77,0.000000,0.000000
12:32:31.02,0.000000,0.000000
12:32:31.27,0.000000,0.000000
12:32:31.52,0.000000,0.000000
12:32:31.77,1.358000,0.755000
12:32:32.02,9.782000,0.178000
12:32:32.27,9.997000,0.000000
12:32:32.52,9.998000,0.000000
12:32:32.77,9.998000,0.000000
12:32:33.02,9.998000,0.000000
12:32:33.27,9.998000,0.000000
12:32:33.52,9.998000,0.000000
12:32:33.77,9.460000,-0.645000
12:32:34.02,0.000000,0.000000
12:32:34.27,0.000000,0.000000
12:32:34.52,0.000000,0.000000
12:32:34.77,0.000000,0.000000
12:32:35.02,0.000000,0.000000
12:32:35.27,0.000000,0.000000
12:32:35.52,0.000000,0.000000
12:32:35.77,0.709000,3.746000
12:32:36.02,9.786000,0.150000
12:32:36.27,9.997000,0.000000
12:32:36.52,9.998000,0.000000
12:32:36.77,9.998000,0.000000
12:32:37.02,9.998000,0.000000
12:32:37.27,9.998000,0.000000
12:32:37.52,9.998000,0.000000
12:32:37.77,9.397000,-0.777000
12:32:38.02,0.000000,0.000000
12:32:38.27,0.000000,0.000000
12:32:38.52,0.000000,0.000000
12:32:38.77,0.000000,0.000000
12:32:39.02,0.000000,0.000000
12:32:39.27,0.000000,0.000000
12:32:39.52,0.000000,0.000000
12:32:39.77,0.882000,0.634000
12:32:40.02,9.820000,0.204000
12:32:40.27,9.997000,0.000000
12:32:40.52,9.998000,0.000000
12:32:40.77,9.998000,0.000000
12:32:41.02,9.998000,0.000000
12:32:41.27,9.998000,0.000000
12:32:41.52,9.998000,0.000000
12:32:41.77,9.432000,-0.911000
12:32:42.02,0.000000,0.000000
12:32:42.27,0.000000,0.000000
12:32:42.52,0.000000,0.000000
12:32:42.77,0.000000,0.000000
12:32:43.02,0.000000,0.000000
12:32:43.27,0.000000,0.000000
12:32:43.52,0.000000,0.000000
12:32:43.77,1.343000,0.757000
12:32:44.02,9.774000,0.180000
12:32:44.27,9.998000,0.000000
12:32:44.52,9.998000,0.000000
12:32:44.77,9.997000,0.000000
12:32:45.02,9.998000,0.000000
Means:,
,4.938016,0.053333
